#-------------------------------;;;;;;;;;;;X
# BOPACK DV version 1.0         ;;;;;;;;;;;X
# by Ambrox                     ;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
#----> BOP_prov_events.txt <----;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
ACTIONNAME19060A;Correct! My laws must be applied!;;;;;;;;;;X
ACTIONNAME19060B;Exceptions to the laws must also exist…;;;;;;;;;;X
EVT_19100_NAME;Taking a stroll through the town around the castle, you feel a strange uneasiness when you come in contact with people who don't share your cultural identity;;;;;;;;;;X
ACTIONNAME19100A;It's time to enforce the true culture!;;;;;;;;;;X
ACTIONNAME19100B;Bribe the undesirables to leave;;;;;;;;;;X
ACTIONNAME19100C;No, tolerance is a value to protect;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
#----> BOP_hist_events.txt <----;;;;;;;;;;;X
#-------------------------------;;;;;;;;;;;X
EVT_19400_NAME;With the 'Dictatus Papae' the pontiff affirms that the Roman pontiff alone may instate bishops. This is in opposition to the wish of the Holy Roman Empiror, who claims the right of autonomy over nominations.\nAs King of Germany you are excommunicated!;;;;;;;;;;X
ACTIONNAME19400A;I'll assemble a conclave to elect an antipope!;;;;;;;;;;X
ACTIONNAME19400B;I immediately will go to Canossa to get pardon;;;;;;;;;;X
EVT_19401_NAME;If you will go yourself in peace to Modena, the countess Matildha can intercede with the Pope on your behalf, to ask for revocation of the excommunication;;;;;;;;;;X
ACTIONNAME19401A;I'll go there humble and penitent and wait;;;;;;;;;;X
EVT_19402_NAME;The humiliating pilgrimage of the ruler of the Holy Roman Empire in italic earth has convinced Matildha of Canossa of his repentance.\nThanks to her intercession the Pope has revoked the excommunication!;;;;;;;;;;X
ACTIONNAME19402A;Yes, but the matter doesn't end here…;;;;;;;;;;X
EVT_19403_NAME;The 'Concordat of Worms' has finally enacted the division of the assignments between Church and Holy Roman Empire concerning the nominations of the bishops.\nThe Pope will confer ring and pastoral, the King of Germany province and scepter;;;;;;;;;;X
ACTIONNAME19403A;My right has finally been recognized!;;;;;;;;;;X
ACTIONNAME19403B;I will give up up the right to assign bishops;;;;;;;;;;X
EVT_19404_NAME;The Church disapproves of your work regarding the bishops' investiture.\nAs king you would like complete autonomy over nominations but you have to defer to the authority of the Pope;;;;;;;;;;X 
ACTIONNAME19404A;I am the only ruler of my demesne!;;;;;;;;;;X
ACTIONNAME19404B;It is all right, I will follow his decisions;;;;;;;;;;X
EVT_19405_NAME;The Pope would like to find a solution regarding the bishops' investiture.\nAs king, if you recognize his authority, he offers to revoke your excommunication;;;;;;;;;;X
ACTIONNAME19405A;I am the only ruler of my demesne!;;;;;;;;;;X
ACTIONNAME19405B;All right, I will defer myself to his clemency;;;;;;;;;;X
EVT_19406_NAME;Many knights have departed to the search of the Holy Grail, but nobody has returned with the legendary goblet that caught the blood of Christ.\nBut recurrent braggarts tell that it is guarded somewhere in Palestine;;;;;;;;;;X
ACTIONNAME19406A;They are only foolish popular superstitions;;;;;;;;;;X
ACTIONNAME19406B;It has been searched for enough in the past!;;;;;;;;;;X
ACTIONNAME19406C;And if were really my destiny to find it?;;;;;;;;;;X
EVT_19407_NAME;Many knights have departed to the search of the Holy Grail, but nobody has returned with the legendary goblet that caught the blood of Christ.\nBut recurrent braggarts tell that it is guarded somewhere in Thrace;;;;;;;;;;X
ACTIONNAME19407A;They are only foolish popular superstitions;;;;;;;;;;X
ACTIONNAME19407B;It has been searched for enough in the past!;;;;;;;;;;X
ACTIONNAME19407C;And if were really my destiny to find it?;;;;;;;;;;X
EVT_19408_NAME;Many knights have departed to the search of the Holy Grail, but nobody has returned with the legendary goblet that caught the blood of Christ.\nBut recurrent braggarts tell that it is guarded somewhere in the Champagne;;;;;;;;;;X
ACTIONNAME19408A;They are only foolish popular superstitions;;;;;;;;;;X
ACTIONNAME19408B;It has been searched for enough in the past!;;;;;;;;;;X
ACTIONNAME19408C;And if were really my destiny to find it?;;;;;;;;;;X
EVT_19409_NAME;Many knights have departed to the search of the Holy Grail, but nobody has returned with the legendary goblet that caught the blood of Christ.\nBut recurrent braggarts tell that it is guarded somewhere along the shores of the Po;;;;;;;;;;X
ACTIONNAME19409A;They are only foolish popular superstitions;;;;;;;;;;X
ACTIONNAME19409B;It has been searched for enough in the past!;;;;;;;;;;X
ACTIONNAME19409C;And if were really my destiny to find it?;;;;;;;;;;X
EVT_19410_NAME;Many knights have departed to the search of the Holy Grail, but nobody has returned with the legendary goblet that caught the blood of Christ.\nBut recurrent braggarts tell that it is guarded somewhere in the eastern Spanish Sierra;;;;;;;;;;X
ACTIONNAME19410A;They are only foolish popular superstitions;;;;;;;;;;X
ACTIONNAME19410B;It has been searched for enough in the past!;;;;;;;;;;X
ACTIONNAME19410C;And if were really my destiny to find it?;;;;;;;;;;X
EVT_19411_NAME;To recover the precious relic, it is necessary to finance a journey to where it is said to be hidden, and to search for it with faith!;;;;;;;;;;X
ACTIONNAME19411A;I will go myself, none shall hold me back!;;;;;;;;;;X
ACTIONNAME19411B;I will send the marshal, it is more suited;;;;;;;;;;X
ACTIONNAME19411C;We shall both depart, together we've more chances;;;;;;;;;;X
ACTIONNAME19411D;It doesn't exist, therefore I won't waste time;;;;;;;;;;X
EVT_19412_NAME;Tonight you have dreamt of a suspended knight in the void that grabbed a mystical gilded cup.\nWhat can be the meaning of all of this?;;;;;;;;;;X
ACTIONNAME19412A;Nothing, it was just the effect of drunkenness!;;;;;;;;;;X
ACTIONNAME19412B;Look for information in the surrounding area;;;;;;;;;;X
ACTIONNAME19412C;It was the Grail! It is here! I need to find it!;;;;;;;;;;X
EVT_19413_NAME;The people of the area seem to know a precious secret, but are hesitant to reveal it!;;;;;;;;;;X
ACTIONNAME19413A;Generously spending money may help…;;;;;;;;;;X
ACTIONNAME19413B;We'll try with a little money and a lot of luck…;;;;;;;;;;X
ACTIONNAME19413C;Let's leave it be, it is not worth it!;;;;;;;;;;X 
EVT_19414_NAME;I am sure that the goblet is guarded around here, and I will slay all if it isn't revealed to me!;;;;;;;;;;X
ACTIONNAME19414A;I will kill all until I have found it!;;;;;;;;;;X
ACTIONNAME19414B;Let's make a few victims and pray for much luck…;;;;;;;;;;X
ACTIONNAME19414C;Let's leave it be, it is not worth it!;;;;;;;;;;X
EVT_19415_NAME;Sadly the attempt is failed and the search is ended;;;;;;;;;;X
ACTIONNAME19415A;It is time to think about more wordly matters…;;;;;;;;;;X
EVT_19416_NAME;Here it is finally! I have found the Holy Grail!;;;;;;;;;;X
ACTIONNAME19416A;Or at least such it appears to be…;;;;;;;;;;X
EVT_19417_NAME;The Church, although not recognizing the authenticity of it, allows you to display the relic for the veneration of pilgrims in a place of suitable worship;;;;;;;;;;X
ACTIONNAME19417A;What a great shrine for my lineage!;;;;;;;;;;X
EVT_19418_NAME;An outlaw calling himself Robin Hood is molesting the rich to help the poor, and his popularity grows more every day, as does his gang of followers;;;;;;;;;;X
ACTIONNAME19418A;The clergy is really upset!;;;;;;;;;;X
ACTIONNAME19418B;Stealing to the nobles is a shame for me!;;;;;;;;;;X
EVT_19419_NAME;Because of the continuous robberies of the gang of the outlaw Robin Hood, we raised the income taxes of the province, but many of the simple people don't have any more to pay and they can't fulfill their duties;;;;;;;;;;X 
ACTIONNAME19419A;We'll tax the farmers and countrymen more;;;;;;;;;;X
ACTIONNAME19419B;The burghers still have some money in their pockets;;;;;;;;;;X
EVT_19420_NAME;In a province infested by the robberies of the outlaw Robin Hood, there is need to restore the law by putting large ransoms on the head of the notorious chief-gang and his companions;;;;;;;;;;X
ACTIONNAME19420A;Let's focus first to defeat the thieves;;;;;;;;;;X
ACTIONNAME19420B;The smugglers are a scourge;;;;;;;;;;X
ACTIONNAME19420C;It would be a relief if highway robberies ended;;;;;;;;;;X
ACTIONNAME19420D;I don't have money to spare for law enforcement!;;;;;;;;;;X
EVT_19421_NAME;As a trap to capture the outlaw Robin Hood, a tournament could be organized near Sherwood with a tempting prize for the best archer that will succeed in beating our infallible sheriff;;;;;;;;;;X
ACTIONNAME19421A;The winner will put to the shame the sheriff;;;;;;;;;;X
ACTIONNAME19421B;The winner will gain as much gold as he weighs;;;;;;;;;;X
ACTIONNAME19421C;The winner will gain the hand of the lady Marian;;;;;;;;;;X
ACTIONNAME19421D;There won't be any stupid and expensive tournament;;;;;;;;;;X
EVT_19422_NAME;The conceited sheriff is not such a great archer as all thought!;;;;;;;;;;X
ACTIONNAME19422A;Even a child would be able to beat him;;;;;;;;;;X 
EVT_19423_NAME;Next time it will be forbidden for people to fatten themselves up consuming with roast and beers before the competition!;;;;;;;;;;X
ACTIONNAME19423A;Competitors should be feather-light to play;;;;;;;;;;X
EVT_19424_NAME;I must learn to shoot with the bow if I want to have a chance of winning the Lady!;;;;;;;;;;X
ACTIONNAME19424A;For Lady Marian I would do anything at all…;;;;;;;;;;X
EVT_19425_NAME;The trap has worked! I have finally captured the elusive Robin Hood!;;;;;;;;;;X
ACTIONNAME19425A;History ends, but legend begins…;;;;;;;;;;X
EVT_19426_NAME;Peter the Hermit, preaching for the farmers and the simple people of half Europe, has convinced many to participate in the Paupers' Crusade, assuring that God would make them win against the infidels. But almost none of the people that have departed have returned back home;;;;;;;;;;X
ACTIONNAME19426A;And lands have been left abandoned as a result;;;;;;;;;;X
EVT_19427_NAME;The Paupers' Crusade, started by Peter the Hermit, is bringing here to Byzantium thousands of farmers from all over Europe, who desire to march toward Jerusalem. We either have to ferry them over the Bosporus quick, or we will soon have huge problems managing them!;;;;;;;;;;X
ACTIONNAME19427A;Let's ferry them across now, no matter the cost!;;;;;;;;;;X
ACTIONNAME19427B;I can't pay now, therefore we hope for the best;;;;;;;;;;X
EVT_19428_NAME;The Paupers' Crusade, started by Peter the Hermit, has crossed one of our provinces, but the thousands of people marching toward Jerusalem have come in conflict with our people for futile reasons. The clashes have sown death and devastation in the surrounding countries;;;;;;;;;;X
ACTIONNAME19428A;Luckily I have quickly prepared an armed garrison!;;;;;;;;;;X
ACTIONNAME19428B;Foolish fanatics! Have you confused us with Arabs?;;;;;;;;;;X
EVT_19429_NAME;The great fairs of the Champagne are a good opportunity for commerce and profit. The merchants can purchase raw cloth, then dye them and resell them elsewhere, while the bookkeepers can deal with all transactions of credit and payment. Do we want to invest in the above?;;;;;;;;;;X
ACTIONNAME19429A;No, it doesn't interest me at all!;;;;;;;;;;X
ACTIONNAME19429B;I will encourage the people to participate;;;;;;;;;;X
ACTIONNAME19429C;I will send some of my own servants there;;;;;;;;;;X
ACTIONNAME19429D;A large invertment may lead to a huge profit!;;;;;;;;;;X
EVT_19430_NAME;The great fairs of the Champagne are a good opportunity for commerce and profit. The spinners can sell the wool and linen suits they produced and buy exotic foods and spices. Do we want to invest in the above?;;;;;;;;;;X
ACTIONNAME19430A;No, it doesn't interest me at all!;;;;;;;;;;X
ACTIONNAME19430B;I will encourage the people to participate;;;;;;;;;;X
ACTIONNAME19430C;I will send some of my own servants there;;;;;;;;;;X
ACTIONNAME19430D;A large invertment may lead to a huge profit!;;;;;;;;;;X
EVT_19431_NAME;The great fairs of the Champagne are a good opportunity for commerce and profit. The farmers can sell wine, liquors and cheeses produced in their farms and buy new suitable garments. Do we want to invest in the above?;;;;;;;;;;X
ACTIONNAME19431A;No, it doesn't interest me at all!;;;;;;;;;;X
ACTIONNAME19431B;I will encourage the people to participate;;;;;;;;;;X
ACTIONNAME19431C;I will send some of my own servants there;;;;;;;;;;X
ACTIONNAME19431D;A large invertment may lead to a huge profit!;;;;;;;;;;X
EVT_19432_NAME;The great fairs of the Champagne are a good opportunity of commerce and profit. Through the 'Road of Santiago' people can go there to sell exotic spices and wheat and buy new linen suits. Do we want to invest in the above?;;;;;;;;;;X
ACTIONNAME19432A;No, it doesn't interest me at all!;;;;;;;;;;X
ACTIONNAME19432B;I will encourage the people to participate;;;;;;;;;;X
ACTIONNAME19432C;I will send some of my own servants there;;;;;;;;;;X
ACTIONNAME19432D;A large invertment may lead to a huge profit!;;;;;;;;;;X
EVT_19433_NAME;The great fairs of the Champagne are a good opportunity of commerce and profit. People and merchants come here from every part of Europe through roads and rivers. There is a need for big warehouses to store and sell the commodities. Do we want to invest in the above?;;;;;;;;;;X
ACTIONNAME19433A;No, it doesn't interest me at all!;;;;;;;;;;X
ACTIONNAME19433B;I will encourage the people to participate;;;;;;;;;;X
ACTIONNAME19433C;I will send some of my own servants there;;;;;;;;;;X
ACTIONNAME19433D;A large invertment may lead to a huge profit!;;;;;;;;;;X
EVT_19434_NAME;The champion Rodrigo Díaz de Vivar, known as 'El Cid Campeador', has learned of the siege in progress and has rushed there offering his help. He is an experienced knight and he is prepared to open a decisive breach in the Moor's defenses to conquer the castle;;;;;;;;;;X
ACTIONNAME19434A;El Cid is indeed a 'Campeador!';;;;;;;;;;X
ACTIONNAME19434B;No, thanks! I am worthy knight myself!;;;;;;;;;;X
EVT_19435_NAME;The champion Rodrigo Díaz de Vivar, known as 'El Cid Campeador', has recruited a regiment of faithful men and has offered them for your service. He is feared, respected, and admired by Arabs and Christians alike, and these men will be very useful in the current war against the Moor;;;;;;;;;;X
ACTIONNAME19435A;Hurray for El Cid, the only true 'Campeador!';;;;;;;;;;X
ACTIONNAME19435B;No, I don't want to own him any favours!;;;;;;;;;;X
EVT_19436_NAME;The 'Constitutions of Clarendon' have formulated 16 articles that define the legal matters between Church and Crown, limiting the powers of the clergy and restoring impoverished regal rights. The archbishop Thomas Becket refuses the new laws and runs away in exile, but other bishops fold to the will of the sovereign;;;;;;;;;;X
ACTIONNAME19436A;Let's stop the impunity of the 'criminous clerks'!;;;;;;;;;;X
EVT_19437_NAME;The pontifical legacies inform that Pope is ready to excommunicate you if you don't grant permission to Thomas Becket, Archbishop of Canterbury, to return from French exile and take back his function of spiritual guide;;;;;;;;;;X
ACTIONNAME19437A;Well! Let's fake a reconciliation!;;;;;;;;;;X
ACTIONNAME19437B;Never! He had my trust but has betrayed it!;;;;;;;;;;X
EVT_19438_NAME;Thomas Becket, returned to Canterbury, wants back the possessions forfeited to the Church and has disavowed all the bishops who have made pacts with the sovereign!;;;;;;;;;;X
ACTIONNAME19438A;Will no one rid me of this troublesome priest?;;;;;;;;;;X
ACTIONNAME19438B;He can have anything, as long as he leaves me be!;;;;;;;;;;X
EVT_19439_NAME;Four armed assassins depart for Canterbury. The archbishop, dressed with the sacred hangings, allows the assassins to stab him in the cathedral without giving any resistance. Three years later Thomas Becket will be proclaimed saint and martyr;;;;;;;;;;X
ACTIONNAME19439A;I have been wrong! I will kneel on his grave!;;;;;;;;;;X
ACTIONNAME19439B;One more martyr doesn't make any difference…;;;;;;;;;;X
EVT_19440_NAME;The Pope, speaking on the Council of Clermont, has pronounced a vigorous sermon to incite the believers to defend Christianity against the barbarities of the Moslem people. Now he is calling on all Catholic sovereigns still reticent to join the Crusade!;;;;;;;;;;X
ACTIONNAME19440A;Deus Vult!;Deus Vult !;Deus vult!;¡Deus vult!;Deus vult!;;;;;;X
ACTIONNAME19440B;If I must, I'll do it to save appearances!;;;;;;;;;;X
ACTIONNAME19440C;Embrace the cross? I don't see any reason to!;;;;;;;;;;X
EVT_19441_NAME;The sovereign has ordered the survey of all England: of all the lands, of all possessions, their habitations, their men's status and living conditions, the possessions of the farms, and of the tax due. The 'Domesday Book' is the account written of these expensive inquiries, and from now on it is law!;;;;;;;;;;X
ACTIONNAME19441A;Knowing all matters helps to administer better!;;;;;;;;;;X
EVT_19442_NAME;Barons and citizens of England clamour at great voice for the 'Magna Carta', the end of the absolute power of the king and the recognition of many of their rights, such as that not to suffer arbitrary taxes and to get fair trials before being imprisoned;;;;;;;;;;X
ACTIONNAME19442A;Well! They shall have what they desire!;;;;;;;;;;X
ACTIONNAME19442B;Never! I will not surrender to any request!;;;;;;;;;;X
EVT_19443_NAME;The intolerance of the sovereign will bring England to civil war!;;;;;;;;;;X
ACTIONNAME19443A;I will depart and join with the Barons in revolt!;;;;;;;;;;X
EVT_19444_NAME;Bernard of Clairvaux, Cistercian monk and founder of the Rule of the Knights Templars, asks us a contribution to build a monastery in one of our provinces. His oratorical ability, clarity of thought and emphasis on the Virgin Mary attract many converts to his cause;;;;;;;;;;X
ACTIONNAME19444A;Sorry, but I don't have any money to spend;;;;;;;;;;X
ACTIONNAME19444B;His abbots can pay the expenses!;;;;;;;;;;X
ACTIONNAME19444C;Such a pious man deserves every sacrifice;;;;;;;;;;X
ACTIONNAME19444D;In addition, I want a Templar House;;;;;;;;;;X
EVT_19445_NAME;Francis of Assisi, founder of the Franciscan Order, has received papal approval to continue his preachings on poverty, a sober lifestyle, and simple sermons for simple people. His teaching calls many people and rapproaches them to the Church, professing the renouncement of all material possessions;;;;;;;;;;X
ACTIONNAME19445A;Poverty? Have they all gone crazy?;;;;;;;;;;X
ACTIONNAME19445B;Money estranges man from God!;;;;;;;;;;X
EVT_19446_NAME;The Spaniard Domenico Guzmán, founder of the Order of Preachers, is engulfed in the struggle against the  Albigensian heresy, using as his weapon a rigorous style of life to testify the example fir the Catholic faith. Now he has come here to fulfill his tasks;;;;;;;;;;X
ACTIONNAME19446A;We don't need him, the heretics shall remain!;;;;;;;;;;X
ACTIONNAME19446B;Deo gratias! True faith is restored!;;;;;;;;;;X
EVT_19447_NAME;Hildegard von Bingen, nun, composer, visionary and healer, is travelling through Germany as a 'Feather on the Breathe of God' to move the minds and consciences of bishops, abbots, and noblemen, and to challenge the authority of the ruler without fear;;;;;;;;;;X
ACTIONNAME19447A;The 'Viriditas' she professes helps the people;;;;;;;;;;X
ACTIONNAME19447B;Her visions have the support of the Church;;;;;;;;;;X
ACTIONNAME19447C;This 'Prophetess' decreases the noble's influence;;;;;;;;;;X
ACTIONNAME19447D;She has dared to criticize me? I don't care!;;;;;;;;;;X
EVT_19448_NAME;The Arabic-Andalusian 'Averroes'(Ibn Achmed), philosopher, astronomer, and writer on Islamic jurisprudence, has translated and commented the works of Aristotle that were mostly forgotten in western Europe. He sustains that Truth can be reached both through religion and through philosophy;;;;;;;;;;X
ACTIONNAME19448A;The depth of the studies on Aristotle is unique;;;;;;;;;;X
ACTIONNAME19448B;His medical Encyclopædia is a great resource;;;;;;;;;;X
ACTIONNAME19448C;His thoughts, nevertheless, undermine the clergy;;;;;;;;;;X
EVT_19449_NAME;With his verses on Chivalry Romance, the writer Chrétien de Troyes introduces the histories of Lancelot and Perceval where woman are shown as majestous Ladies, love is a form of homage, and the lover is a subject who, if needed, has to overcome every obstacle with sacrifice of his own life;;;;;;;;;;X
ACTIONNAME19449A;Welcome the enjoyments and the pleasures of Love!;;;;;;;;;;X
ACTIONNAME19449B;I disapprove! It distracts men from the church!;;;;;;;;;;X
EVT_19450_NAME;Pilgrims and merchants arriving from Byzantium tell with amazement of the 'Mandylion', the shroud that is supposed to have wrapped the body of Christ, taken from the cross. They say that on it there has mysteriously remained engraved a mystical image;;;;;;;;;;X
ACTIONNAME19450A;Stress of the journey causes strong hallucinations!;;;;;;;;;;X
ACTIONNAME19450B;I know it well, but I am occupied with other matters;;;;;;;;;;X
ACTIONNAME19450C;I will depart immediately to see it with my eyes!;;;;;;;;;;X
EVT_19451_NAME;Pilgrims and merchants arriving from Lirey tell with amazement of the 'Shroud', the shroud that is supposed to have wrapped the body of Christ, taken from the cross. They say that on it there has mysteriously remained engraved a mystical image;;;;;;;;;;X
ACTIONNAME19451A;Stress of the journey causes strong hallucinations!;;;;;;;;;;X
ACTIONNAME19451B;I know it well, but I am occupied with other matters;;;;;;;;;;X
ACTIONNAME19451C;I will depart immediately to see it with my own eyes!;;;;;;;;;;X
EVT_19452_NAME;Seeing the Man on the shroud is an intensely emotional encounter, that cures the body of all ailments and hardships suffered in the trip;;;;;;;;;;X
ACTIONNAME19452A;And it is indeed a divine revelation!;;;;;;;;;;X
ACTIONNAME19452B;Interesting! Who is the artist that has painted him?;;;;;;;;;;X
EVT_19453_NAME;The Templars have been searching a long time for the 'Mandylion', the shroud that is supposed to have wrapped the body of Christ, taken from the cross. All of traces of it were lost after it was stolen from Byzantium. Its rediscovery would be prestigious in the eyes of the rest of the world!;;;;;;;;;;X
ACTIONNAME19453A;Good for them, if they will ever succeed us…;;;;;;;;;;X
ACTIONNAME19453B;Interesting! I will accomodate them in my lands!;;;;;;;;;;X
EVT_19454_NAME;The Templars have been searching a long time for the 'Mandylion', the shroud that is supposed to have wrapped the body of Christ, taken from the cross. All of traces of it were lost after it was stolen from Byzantium. Today, during a meeting, they have revealed their assumptions and the plans for its recovery. After having listened to them, what are your thoughts?;;;;;;;;;;X
ACTIONNAME19454A;They are fanatics, I will not join their cause!;;;;;;;;;;X
