##;;
##Culture;##Gender;##Name
abghazian;male;Agdun
abghazian;male;Agellid
abghazian;male;Aggur
abghazian;male;Aghali
abghazian;male;Aghecher
abghazian;male;Aghilas
abghazian;male;Agwillul
abghazian;male;Ahamatu
abghazian;male;Aheyyad
abghazian;male;Ajdir
abghazian;male;Ajeddig
abghazian;male;Akaday
abghazian;male;Akateiaji
abghazian;male;Akli
abghazian;male;Akorakor
abghazian;male;Akutla
abghazian;male;Akzer
abghazian;male;Alyamas
abghazian;male;Amawal
abghazian;male;Amayas
abghazian;male;Amaz'uz'
abghazian;male;Ambay
abghazian;male;Amdegh
abghazian;male;Amellal
abghazian;male;Amennay
abghazian;male;Ameska
abghazian;male;Amessan
abghazian;male;Amma
abghazian;male;Ammuc
abghazian;male;Amray
abghazian;male;Amri
abghazian;male;Amud
abghazian;male;Anaba
abghazian;male;Annaber
abghazian;male;Antalas
abghazian;male;Anwa
abghazian;male;Aras
abghazian;male;Asaru
abghazian;male;Asirem
abghazian;male;Aszellay
abghazian;male;Atissi
abghazian;male;Awdia
abghazian;male;Awdia
abghazian;male;Awinagh
abghazian;male;Awlagh
abghazian;male;Awzal
abghazian;male;Aylal
abghazian;male;Ayt'ere
abghazian;male;Az'ar
abghazian;male;Az'regh
abghazian;male;Azenkwed
abghazian;male;Azrur
abghazian;male;Badda
abghazian;male;Badis
abghazian;male;Beddis
abghazian;male;Berkan
abghazian;male;Bezz'i
abghazian;male;Br'ir'uc
abghazian;male;Bukkus
abghazian;male;Buxtuc
abghazian;male;Cucung
abghazian;male;Dali
abghazian;male;Fella
abghazian;male;Firhun
abghazian;male;Firmus
abghazian;male;Frawsen
abghazian;male;Gaya
abghazian;male;Ghanim
abghazian;male;Ghaysan
abghazian;male;Ghumer
abghazian;male;Gildun
abghazian;male;Gulusa
abghazian;male;H'emmu
abghazian;male;Hiba
abghazian;male;Himmi
abghazian;male;Hotha
abghazian;male;Ibiza
abghazian;male;Iccaam
abghazian;male;Ifni
abghazian;male;Ifser
abghazian;male;Ighlaf
abghazian;male;Igider
abghazian;male;Igmi
abghazian;male;Iher
abghazian;male;Iken
abghazian;male;Ilyas
abghazian;male;Immeghar
abghazian;male;Immel
abghazian;male;Irgen
abghazian;male;Isli
abghazian;male;Issam
abghazian;male;It'ij
abghazian;male;Itber
abghazian;male;Itri
abghazian;male;Ixfensen
abghazian;male;Ixzi
abghazian;male;Izri
abghazian;male;Kadidu
abghazian;male;Karidenna
abghazian;male;Kawsen
abghazian;male;Kenan
abghazian;male;Keraja
abghazian;male;Kussil
abghazian;male;Laweye
abghazian;male;Lewnis
abghazian;male;Madidu
abghazian;male;Magsen
abghazian;male;Masgaba
abghazian;male;Masinissa
abghazian;male;Masmud
abghazian;male;Masmud
abghazian;male;Masnsen
abghazian;male;Mastan
abghazian;male;Maysar
abghazian;male;Maziba
abghazian;male;Mazigh
abghazian;male;Medjan
abghazian;male;Mellal
abghazian;male;Mennad
abghazian;male;Menzu
abghazian;male;Meq'wran
abghazian;male;Mez'yan
abghazian;male;Mezwar
abghazian;male;Mezwar
abghazian;male;Misagenes
abghazian;male;Misibsen
abghazian;male;Muh'end
abghazian;male;Mula
abghazian;male;N'Guna
abghazian;male;Oxyntas
abghazian;male;Salla
abghazian;male;Sammer
abghazian;male;Seghada
abghazian;male;Sekla
abghazian;male;Sifaks
abghazian;male;Sifal
abghazian;male;Sisso
abghazian;male;Suggut
abghazian;male;T'ar'iq
abghazian;male;Tabat
abghazian;male;Tacfin
abghazian;male;Taffounnout
abghazian;male;Takfarinas
abghazian;male;Tanan
abghazian;male;Tegama
abghazian;male;Tiljad
abghazian;male;Ugdada
abghazian;male;Ugwistan
abghazian;male;Uqess'un
abghazian;male;Uregh
abghazian;male;Urtilian
abghazian;male;Urz'ig
abghazian;male;Uzmir
abghazian;male;Uzza
abghazian;male;Watt'as
abghazian;male;Xamida
abghazian;male;Yaghmurasen
abghazian;male;Yattuy
abghazian;male;Yeften
abghazian;male;Yeh'lem
abghazian;male;Yiliyen
abghazian;male;Yuba
abghazian;male;Yugerten
abghazian;male;Yunes
abghazian;male;Z'effun
abghazian;male;Zayar
abghazian;male;Zer'wal
abghazian;male;Zigza
abghazian;male;Ziri
alan;female;Adadza
alan;female;Alda
alan;female;Atsyrukhs
alan;female;Borena
alan;female;Btsenon
alan;female;Burudukan
alan;female;Elena
alan;female;Irina
alan;female;Koser
alan;female;Lashin
alan;female;Maria
alan;female;Rusudan
alan;female;Satinik
alan;female;Shatana
alan;female;Vedokha
alan;male;Afsaty
alan;male;Agsartan
alan;male;Alatey
alan;male;Anbal
alan;male;Anbazuk
alan;male;Askhkadar
alan;male;Aspar
alan;male;Aspar
alan;male;Aton
alan;male;Aton
alan;male;Balambar
alan;male;Balsag
alan;male;Barlah
alan;male;Basil
alan;male;Bazuk
alan;male;Beler
alan;male;Ber
alan;male;Boz-Uruz
alan;male;Buürgur
alan;male;Buriberdi
alan;male;Burikhan
alan;male;Candak
alan;male;Chelakhsartag
alan;male;David
alan;male;David-Soslan
alan;male;Durgulel
alan;male;Durgulel
alan;male;Eliya
alan;male;Feodor
alan;male;Girgon
alan;male;Gokhar
alan;male;Hasqar
alan;male;Huddan
alan;male;Huddan
alan;male;Itaz
alan;male;Jadaron
alan;male;Kandak
alan;male;Kandz
alan;male;Kavtia
alan;male;Khankhusy
alan;male;Kuddana
alan;male;Kul
alan;male;Kuluk
alan;male;Pulad
alan;male;Respendial
alan;male;Rosmag
alan;male;Safrak
alan;male;Sangipan
alan;male;Saros
alan;male;Sathis
alan;male;Suarn
alan;male;Syrdon
alan;male;Taus
alan;male;Urdure
alan;male;Uruzma
alan;male;Uturku
alan;male;Yasynya
armenian;female;Aghavni
armenian;female;Alix
armenian;female;Anahid
armenian;female;Anoush
armenian;female;Ardai
armenian;female;Arevig
armenian;female;Arina
armenian;female;Batara
armenian;female;Beatrice
armenian;female;Berjouhi
armenian;female;Dolete
armenian;female;Gadar
armenian;female;Hourig
armenian;female;Keran
armenian;female;Khoushoush
armenian;female;Kohar
armenian;female;Latavri
armenian;female;Leyli
armenian;female;Lucine
armenian;female;Mara
armenian;female;Margarid
armenian;female;Maria
armenian;female;Mariam
armenian;female;Mira
armenian;female;Retha
armenian;female;Rita
armenian;female;Siran
armenian;female;Sirvart
armenian;female;Takouhi
armenian;female;Vartouhi
armenian;female;Vosgi
armenian;female;Yeva
armenian;female;Zabel
armenian;male;Abas
armenian;male;Abirad
armenian;male;Aboughamr
armenian;male;Aboulgharib
armenian;male;Arsen
armenian;male;Ashot
armenian;male;Ashot
armenian;male;Ashot
armenian;male;Ashot
armenian;male;Ashot
armenian;male;Atrnerseh
armenian;male;Avedis
armenian;male;Bagrat
armenian;male;Bagrat
armenian;male;Bagrat
armenian;male;Bagrat
armenian;male;Bagrat
armenian;male;Bedros
armenian;male;Boghos
armenian;male;Davit
armenian;male;Davit
armenian;male;Davit
armenian;male;Davit
armenian;male;Davit
armenian;male;Gagik
armenian;male;Gagik
armenian;male;Gagik
armenian;male;Gagik
armenian;male;Gagik
armenian;male;Gosdantin
armenian;male;Grigor
armenian;male;Grigor
armenian;male;Grigor
armenian;male;Gurgen
armenian;male;Gurgen
armenian;male;Gurgen
armenian;male;Gurgen
armenian;male;Gurgen
armenian;male;Hethum
armenian;male;Hethum
armenian;male;Hethum
armenian;male;Hethum
armenian;male;Hethum
armenian;male;Hovhannes
armenian;male;Hovsep
armenian;male;Jirair
armenian;male;Kevork
armenian;male;Khachik
armenian;male;Khajag
armenian;male;Konstandin
armenian;male;Konstandin
armenian;male;Konstandin
armenian;male;Krikor
armenian;male;Levon
armenian;male;Levon
armenian;male;Levon
armenian;male;Levon
armenian;male;Levon
armenian;male;Mikayel
armenian;male;Mikayel
armenian;male;Mikayel
armenian;male;Mleh
armenian;male;Mushel
armenian;male;Nerseh
armenian;male;Nerseh
armenian;male;Oshin
armenian;male;Oshin
armenian;male;Oshin
armenian;male;Oshin
armenian;male;Ruben
armenian;male;Ruben
armenian;male;Ruben
armenian;male;Ruben
armenian;male;Ruben
armenian;male;Senekerim
armenian;male;Smbat
armenian;male;Smbat
armenian;male;Smbat
armenian;male;Smbat
armenian;male;Smbat
armenian;male;Tatoul
armenian;male;Tavit
armenian;male;Tornik
armenian;male;Toros
armenian;male;Toros
armenian;male;Toros
armenian;male;Toros
armenian;male;Toros
armenian;male;Vahan
armenian;male;Vahram
armenian;male;Vassak
armenian;male;Vesd
basque;female;Añes
basque;female;Agate
basque;female;Agurtzane
basque;female;Alesandese
basque;female;Alize
basque;female;Amelina
basque;female;Ana
basque;female;Anderazo
basque;female;Andere
basque;female;Andone
basque;female;Andregoto
basque;female;Angelu
basque;female;Arantxa
basque;female;Arantzazu
basque;female;Aurela
basque;female;Batirtze
basque;female;Beatasis
basque;female;Begoña
basque;female;Belascuza
basque;female;Belaskita
basque;female;Dolore
basque;female;Dominixe
basque;female;Edurne
basque;female;Eguzki
basque;female;Elixabete
basque;female;Emazteona
basque;female;Erregina
basque;female;Estebeni
basque;female;Fermina
basque;female;Florentxi
basque;female;Frantsesa
basque;female;Geraxane
basque;female;Graxi
basque;female;Itziar
basque;female;Jone
basque;female;Joxepa
basque;female;Karmele
basque;female;Katalin
basque;female;Larrosa
basque;female;Lonore
basque;female;Lore
basque;female;Luixa
basque;female;Maarrieta
basque;female;Maite
basque;female;Martie
basque;female;Mirena
basque;female;Nikole
basque;female;Oneca
basque;female;Pauli
basque;female;Pilare
basque;female;Sancia
basque;female;Sastiana
basque;female;Terese
basque;female;Tota
basque;female;Ximena
basque;female;Yenega
basque;female;Yulene
basque;female;Zuria
basque;female;Zuzene
basque;male;Agosti
basque;male;Aingeru
basque;male;Aitor
basque;male;Alesander
basque;male;Ander
basque;male;Andoni
basque;male;Antso
basque;male;Basajaun
basque;male;Bazil
basque;male;Belasco
basque;male;Benkamin
basque;male;Beti
basque;male;Dabi
basque;male;Danel
basque;male;Dominix
basque;male;Dunixi
basque;male;Edorta
basque;male;Elazar
basque;male;Endika
basque;male;Erramun
basque;male;Estebe
basque;male;Eztebe
basque;male;Fermin
basque;male;Fortun
basque;male;Frantzes
basque;male;Froila
basque;male;Gabirel
basque;male;Gaitzka
basque;male;Galindo
basque;male;Gartzia
basque;male;Gaskon
basque;male;Geraldo
basque;male;Gergori
basque;male;Gorka
basque;male;Gotzon
basque;male;Gurutz
basque;male;Gutxi
basque;male;Harri
basque;male;Iñaki
basque;male;Iñigo
basque;male;Imanol
basque;male;Ion
basque;male;Jabier
basque;male;Jakobe
basque;male;Jon
basque;male;Joseba
basque;male;Josu
basque;male;Jurdan
basque;male;Karlos
basque;male;Karmel
basque;male;Kelemen
basque;male;Laurentzi
basque;male;Lope
basque;male;Luix
basque;male;Luk
basque;male;Luken
basque;male;Mantzio
basque;male;Marko
basque;male;Matai
basque;male;Mikel
basque;male;Mikolas
basque;male;Mitxel
basque;male;Nuño
basque;male;Paulo
basque;male;Perrando
basque;male;Petri
basque;male;Sabin
basque;male;Salbatore
basque;male;Santi
basque;male;Santxo
basque;male;Sastin
basque;male;Tibalt
basque;male;Todor
basque;male;Xabier
basque;male;Xarles
basque;male;Ximun
basque;male;Xofre
basque;male;Yuli
bohemian;female;Alzbeta
bohemian;female;Anezka
bohemian;female;Anna
bohemian;female;Barbora
bohemian;female;Beatrix
bohemian;female;Blazena
bohemian;female;Bohuslava
bohemian;female;Bozena
bohemian;female;Bozislava
bohemian;female;Dobrava
bohemian;female;Domaslava
bohemian;female;Dorota
bohemian;female;Eliska
bohemian;female;Eufemie
bohemian;female;Gertruda
bohemian;female;Guta
bohemian;female;Hedvika
bohemian;female;Helena
bohemian;female;Jana
bohemian;female;Jarka
bohemian;female;Jitka
bohemian;female;Johanka
bohemian;female;Judita
bohemian;female;Justina
bohemian;female;Jutta
bohemian;female;Katerina
bohemian;female;Keruse
bohemian;female;Klára
bohemian;female;Kunhuta
bohemian;female;Ludmila
bohemian;female;Maria
bohemian;female;Markéta
bohemian;female;Mlada
bohemian;female;Olga
bohemian;female;Pribyslava
bohemian;female;Richza
bohemian;female;Skonka
bohemian;female;Svatava
bohemian;female;Sybila
bohemian;female;Vojslava
bohemian;female;Zofie
bohemian;female;Zofka
bohemian;male;Albrecht
bohemian;male;Ales
bohemian;male;Arnost
bohemian;male;Bavor
bohemian;male;Bedrich
bohemian;male;Benes
bohemian;male;Bocek
bohemian;male;Bohuslav
bohemian;male;Boleslav
bohemian;male;Boleslav
bohemian;male;Boleslav
bohemian;male;Boleslav
bohemian;male;Boleslav
bohemian;male;Bores
bohemian;male;Borivoj
bohemian;male;Borivoj
bohemian;male;Borivoj
bohemian;male;Borivoj
bohemian;male;Borivoj
bohemian;male;Bretislav
bohemian;male;Bretislav
bohemian;male;Bretislav
bohemian;male;Bretislav
bohemian;male;Bretislav
bohemian;male;Budivoj
bohemian;male;Castolov
bohemian;male;Cenek
bohemian;male;Chval
bohemian;male;Depolt
bohemian;male;Detrich
bohemian;male;Drslav
bohemian;male;Fridrich
bohemian;male;Gebhart
bohemian;male;Gerhart
bohemian;male;Hanus
bohemian;male;Havel
bohemian;male;Heralt
bohemian;male;Herman
bohemian;male;Hrabis
bohemian;male;Hynek
bohemian;male;Idik
bohemian;male;Jan
bohemian;male;Jaromir
bohemian;male;Jaromir
bohemian;male;Jaromir
bohemian;male;Jaromir
bohemian;male;Jaroslav
bohemian;male;Jesek
bohemian;male;Jindrich
bohemian;male;Jirík
bohemian;male;Jodokus
bohemian;male;Karol
bohemian;male;Kojata
bohemian;male;Konrad
bohemian;male;Kuník
bohemian;male;Litolt
bohemian;male;Lupold
bohemian;male;Markvart
bohemian;male;Matous
bohemian;male;Mikulás
bohemian;male;Milic
bohemian;male;Mojmir
bohemian;male;Ojir
bohemian;male;Oldrich
bohemian;male;Ondrej
bohemian;male;Otakar
bohemian;male;Otakar
bohemian;male;Otakar
bohemian;male;Otakar
bohemian;male;Otakar
bohemian;male;Otto
bohemian;male;Pelhrim
bohemian;male;Petr
bohemian;male;Premysl
bohemian;male;Prokop
bohemian;male;Rajmund
bohemian;male;Robert
bohemian;male;Rostislav
bohemian;male;Sezima
bohemian;male;Siffrid
bohemian;male;Slavek
bohemian;male;Slavibor
bohemian;male;Smil
bohemian;male;Sobeslav
bohemian;male;Sobeslav
bohemian;male;Sobeslav
bohemian;male;Sobeslav
bohemian;male;Sobeslav
bohemian;male;Spytihnev
bohemian;male;Spytihnev
bohemian;male;Spytihnev
bohemian;male;Spytihnev
bohemian;male;Svatobor
bohemian;male;Svatopluk
bohemian;male;Tobias
bohemian;male;Václav
bohemian;male;Václav
bohemian;male;Václav
bohemian;male;Václav
bohemian;male;Václav
bohemian;male;Vítek
bohemian;male;Vanek
bohemian;male;Vilem
bohemian;male;Vladimir
bohemian;male;Vladislav
bohemian;male;Vladislav
bohemian;male;Vladislav
bohemian;male;Vladislav
bohemian;male;Vladislav
bohemian;male;Vojtek
bohemian;male;Vok
bohemian;male;Vratislav
bohemian;male;Vratislav
bohemian;male;Vratislav
bohemian;male;Vratislav
bohemian;male;Vratislav
bohemian;male;Vsebor
bohemian;male;Závis
bohemian;male;Zikmund
byzantine;female;Agata
byzantine;female;Anna
byzantine;female;Anna-Maria
byzantine;female;Anna-Teodora
byzantine;female;Beloslava
byzantine;female;Desislava
byzantine;female;Dobrina
byzantine;female;Dobroslava
byzantine;female;Efrosina
byzantine;female;Ekaterina
byzantine;female;Elena
byzantine;female;Elisaveta
byzantine;female;Gergana
byzantine;female;Ioana
byzantine;female;Irina
byzantine;female;Jadviga
byzantine;female;Katja
byzantine;female;Kera
byzantine;female;Keratsa
byzantine;female;Magdalena
byzantine;female;Maria
byzantine;female;Mihaela
byzantine;female;Miroslava
byzantine;female;Pagane
byzantine;female;Stanislava
byzantine;female;Svetoslava
byzantine;female;Tamara
byzantine;female;Teodora
byzantine;female;Tsvetomira
byzantine;female;Voislava
byzantine;male;Aldimir
byzantine;male;Aleksander
byzantine;male;Alusian
byzantine;male;Alusian
byzantine;male;Asen
byzantine;male;Asparoukh
byzantine;male;Belaur
byzantine;male;Berbat
byzantine;male;Besar
byzantine;male;Boril
byzantine;male;Boril
byzantine;male;Borimir
byzantine;male;Boris
byzantine;male;Boris
byzantine;male;Boris
byzantine;male;Cededa
byzantine;male;Delyan
byzantine;male;Deyan
byzantine;male;Dobromir
byzantine;male;Dobrotitza
byzantine;male;Durman
byzantine;male;Elemag
byzantine;male;Eltimir
byzantine;male;Gavra
byzantine;male;Gavril
byzantine;male;Gavril
byzantine;male;Gavril-Radomir
byzantine;male;Georgi
byzantine;male;Hrelyo
byzantine;male;Ilarion
byzantine;male;Ioakim
byzantine;male;Ioan
byzantine;male;Ioan
byzantine;male;Ioan
byzantine;male;Ioanitsa
byzantine;male;Ivailo
byzantine;male;Ivan
byzantine;male;Ivan-Vladislav
byzantine;male;Ivanko
byzantine;male;Ivats
byzantine;male;Kaloyan
byzantine;male;Kaloyan
byzantine;male;Kaloyan
byzantine;male;Kardam
byzantine;male;Koloman
byzantine;male;Konstantin
byzantine;male;Krum
byzantine;male;Kuber
byzantine;male;Kubrat
byzantine;male;Kudelin
byzantine;male;Kuman
byzantine;male;Kuncho
byzantine;male;Lazar
byzantine;male;Leka
byzantine;male;Manuil
byzantine;male;Manuil
byzantine;male;Marko
byzantine;male;Marko
byzantine;male;Mihail
byzantine;male;Momchil
byzantine;male;Naum
byzantine;male;Nestor
byzantine;male;Nikola
byzantine;male;Nikulitza
byzantine;male;Pavel
byzantine;male;Petar
byzantine;male;Petar
byzantine;male;Petar
byzantine;male;Petar Delyan
byzantine;male;Prohor
byzantine;male;Radomir
byzantine;male;Radoslav
byzantine;male;Raksin
byzantine;male;Romil
byzantine;male;Samuil
byzantine;male;Samuil
byzantine;male;Sevar
byzantine;male;Simeon
byzantine;male;Simeon
byzantine;male;Simeon
byzantine;male;Simeon
byzantine;male;Simeon
byzantine;male;Smilec
byzantine;male;Stan
byzantine;male;Strez
byzantine;male;Telerig
byzantine;male;Teodor
byzantine;male;Teodosii
byzantine;male;Tervel
byzantine;male;Tihomir
byzantine;male;Travul
byzantine;male;Uglesh
byzantine;male;Vasilii
byzantine;male;Vladislav
byzantine;male;Voisil
byzantine;male;Yakov
byzantine;male;Yakov Svetoslav
castillan;female;Aldonza
castillan;female;Andregoto
castillan;female;Antonia
castillan;female;Beatriz
castillan;female;Berenguela
castillan;female;Blanca
castillan;female;Catalina
castillan;female;Constanza
castillan;female;Dulce
castillan;female;Elvira
castillan;female;Ermengarda
castillan;female;Esperanza
castillan;female;Estefania
castillan;female;Eva
castillan;female;Inés
castillan;female;Isabel
castillan;female;Jimena
castillan;female;Juana
castillan;female;Justa
castillan;female;Leonor
castillan;female;Mafalda
castillan;female;María
castillan;female;Margarita
castillan;female;Mayor
castillan;female;Mencia
castillan;female;Mummadomna
castillan;female;Petronila
castillan;female;Sancha
castillan;female;Teresa
castillan;female;Toda
castillan;female;Urraca
castillan;female;Velasquita
castillan;female;Violante
castillan;female;Yolanda
castillan;male;Álvaro
castillan;male;Alfonso
castillan;male;Alfonso
castillan;male;Alfonso
castillan;male;Alfonso
castillan;male;Alfonso
castillan;male;Ansuro
castillan;male;Antonio
castillan;male;Aznar
castillan;male;Bermudo
castillan;male;Bermudo
castillan;male;Bermudo
castillan;male;Bernardo
castillan;male;Diego
castillan;male;Domingo
castillan;male;Enrique
castillan;male;Enrique
castillan;male;Enrique
castillan;male;Enrique
castillan;male;Enrique
castillan;male;Fadrique
castillan;male;Fadrique
castillan;male;Fadrique
castillan;male;Felipe
castillan;male;Felipe
castillan;male;Felipe
castillan;male;Felipe
castillan;male;Felipe
castillan;male;Fernando
castillan;male;Fernando
castillan;male;Fernando
castillan;male;Fernando
castillan;male;Fernando
castillan;male;Francisco
castillan;male;Froilán
castillan;male;Fruela
castillan;male;Gómez
castillan;male;Galindo
castillan;male;García
castillan;male;García
castillan;male;García
castillan;male;García
castillan;male;Gonzalo
castillan;male;Guzmán
castillan;male;Hermegildo
castillan;male;Ignacio
castillan;male;Isidoro
castillan;male;Jimeno
castillan;male;Juan
castillan;male;Juan
castillan;male;Juan
castillan;male;Juan
castillan;male;Juan
castillan;male;Laín
castillan;male;Lope
castillan;male;Luis
castillan;male;Manuel
castillan;male;Manuel
castillan;male;Manuel
castillan;male;Manuel
castillan;male;Manuel
castillan;male;Martín
castillan;male;Mendo
castillan;male;Menendo
castillan;male;Miguel
castillan;male;Muño
castillan;male;Nuño
castillan;male;Ordoño
castillan;male;Osorio
castillan;male;Pedro
castillan;male;Pedro
castillan;male;Pedro
castillan;male;Pedro
castillan;male;Pedro
castillan;male;Pelayo
castillan;male;Raimundo
castillan;male;Ramón
castillan;male;Ramiro
castillan;male;Ramiro
castillan;male;Ramiro
castillan;male;Ramiro
castillan;male;Ramiro
castillan;male;Recaredo
castillan;male;Rodrigo
castillan;male;Salvador
castillan;male;Sancho
castillan;male;Sancho
castillan;male;Sancho
castillan;male;Sancho
castillan;male;Sancho
castillan;male;Tello
castillan;male;Velasco
catalan;female;Adalyda
catalan;female;Adelaida
catalan;female;Agnès
catalan;female;Ailo
catalan;female;Alix
catalan;female;Almodis
catalan;female;Anglesa
catalan;female;Ardoina
catalan;female;Arsenda
catalan;female;Arsendis
catalan;female;Aurembaix
catalan;female;Aurembaix
catalan;female;Beatriu
catalan;female;Beatriu
catalan;female;Berenguera
catalan;female;Berenguera
catalan;female;Blanca
catalan;female;Cixilona
catalan;female;Constança
catalan;female;Dolça
catalan;female;Dulcia
catalan;female;Elionor
catalan;female;Elisabet
catalan;female;Elvira
catalan;female;Ermengarda
catalan;female;Ermessendis
catalan;female;Ermessendis
catalan;female;Esclarmunda
catalan;female;Estefania
catalan;female;Garsenda
catalan;female;Gerberga
catalan;female;Gitarda
catalan;female;Gitarda
catalan;female;Gotlana
catalan;female;Gotruda
catalan;female;Guilinda
catalan;female;Guillelma
catalan;female;Guillelma
catalan;female;Guinidilda
catalan;female;Guisla
catalan;female;Ingiberga
catalan;female;Isabel
catalan;female;Joana
catalan;female;Letgarda
catalan;female;Mafalda
catalan;female;Margarita
catalan;female;Maria
catalan;female;Maria
catalan;female;Miraglia
catalan;female;Peronella
catalan;female;Raimunda
catalan;female;Raimunda
catalan;female;Riquilda
catalan;female;Riquilda
catalan;female;Sança
catalan;female;Sesenanda
catalan;female;Sibilia
catalan;female;Sibilia
catalan;female;Teresa
catalan;female;Teresa
catalan;female;Titbores
catalan;female;Titbores
catalan;female;València
catalan;female;Violante
catalan;female;Ximena
catalan;male;Acfred
catalan;male;Alfons
catalan;male;Alfons
catalan;male;Alfons
catalan;male;Alfons
catalan;male;Alfons
catalan;male;Amalric
catalan;male;Amat
catalan;male;Andrea
catalan;male;Arnau
catalan;male;Artal
catalan;male;Baró
catalan;male;Berenguer
catalan;male;Berenguer
catalan;male;Berenguer
catalan;male;Berenguer
catalan;male;Berenguer
catalan;male;Berenguer Ramon
catalan;male;Berenguer Ramon
catalan;male;Bermon
catalan;male;Bernat
catalan;male;Bertran
catalan;male;Bofill
catalan;male;Borrell
catalan;male;Domingo
catalan;male;Ermengol
catalan;male;Fadrique
catalan;male;Ferran
catalan;male;Ferrer
catalan;male;Folc
catalan;male;Galcerà
catalan;male;Gastó
catalan;male;Gausbert
catalan;male;Gausfred
catalan;male;Girard
catalan;male;Guerau
catalan;male;Guifre
catalan;male;Guillem
catalan;male;Hug
catalan;male;Jaume
catalan;male;Jaume
catalan;male;Jaume
catalan;male;Jaume
catalan;male;Jaume
catalan;male;Joan
catalan;male;Joan
catalan;male;Joan
catalan;male;Joan
catalan;male;Joan
catalan;male;Marqueas
catalan;male;Martí
catalan;male;Mateu
catalan;male;Miquel
catalan;male;Miró
catalan;male;Oliva
catalan;male;Pere
catalan;male;Pere
catalan;male;Pere
catalan;male;Pere
catalan;male;Pere
catalan;male;Perpinyà
catalan;male;Ponç
catalan;male;Radulf
catalan;male;Ramir
catalan;male;Ramon
catalan;male;Ramon
catalan;male;Ramon
catalan;male;Ramon
catalan;male;Ramon
catalan;male;Ramon Berenguer
